id,date,location,total_vaccinations,total_distributed,people_vaccinated,people_fully_vaccinated,daily_vaccinations
3146,2021-10-12,Connecticut,5176122,5784635,2757527,2480686,10264
3147,2021-10-13,Connecticut,5182324,5798865,2759453,2482328,9881
3148,2021-10-14,Connecticut,5195177,5816105,2762448,2485202,10421
3149,2021-10-15,Connecticut,5206763,5838045,2765794,2487939,9774
3150,2021-10-16,Connecticut,5216808,5869825,2768535,2490012,9459
3151,2021-10-17,Connecticut,5229522,5867685,2771741,2492763,10060
3152,2021-10-18,Connecticut,5231303,5867685,2772500,2493047,9099
3153,2021-10-19,Connecticut,5245033,5884625,2775837,2496315,9844
3154,2021-10-20,Connecticut,5254042,5897165,2778444,2498503,10245
3155,2021-10-21,Connecticut,5265418,5924555,2781466,2500835,10034
3156,2021-10-22,Connecticut,5276862,5959195,2786425,2504611,10014
3157,2021-10-23,Connecticut,5287423,5976495,2789281,2506712,10088
3158,2021-10-24,Connecticut,5288142,5979725,2789952,2506925,8374
3159,2021-10-25,Connecticut,5310937,5979585,2794952,2510279,11376
3160,2021-10-26,Connecticut,5318629,6007045,2797226,2511376,10514
3161,2021-10-27,Connecticut,5331905,6040955,2800834,2513048,11123
3162,2021-10-28,Connecticut,5357571,6086525,2806283,2515556,13165
3163,2021-10-29,Connecticut,5379321,6152795,2811535,2517628,14637
3164,2021-10-30,Connecticut,5401036,6208875,2816311,2519552,16230
3165,2021-10-31,Connecticut,5401889,6211115,2817384,2519770,16250
3166,2021-11-01,Connecticut,5444664,6209215,2825456,2523423,19104
3167,2021-11-02,Connecticut,5453446,6225545,2827913,2524461,19260
3168,2021-11-03,Connecticut,5468079,6276725,2831457,2526246,19453
3169,2021-11-04,Connecticut,5489331,6313465,2836124,2528365,18823
3170,2021-11-05,Connecticut,5504175,6340565,2839105,2529755,17836
3171,2021-11-06,Connecticut,5523454,6366745,2843906,2531532,17488
3172,2021-11-07,Connecticut,5548684,6388425,2849557,2533601,20971
3173,2021-11-08,Connecticut,5575746,6388425,2857227,2535963,18726
3174,2021-11-09,Connecticut,5581584,6405345,2860150,2536633,18305
3175,2021-11-10,Connecticut,5592294,6453635,2864703,2537914,17745
3176,2021-11-11,Connecticut,5592294,6453635,2864703,2537914,18381
3177,2021-11-12,Connecticut,5643703,6537075,2880007,2541884,19933
3178,2021-11-13,Connecticut,5664998,6556395,2887220,2543302,20221
3179,2021-11-14,Connecticut,5693015,6561515,2896060,2544988,20619
3180,2021-11-15,Connecticut,5717414,6560075,2907505,2546336,20238
3181,2021-11-16,Connecticut,5727467,6623885,2912243,2547152,20840
3182,2021-11-17,Connecticut,5742691,6649925,2917800,2548393,21485
3183,2021-11-18,Connecticut,5766727,6672845,2925565,2550060,21247
3184,2021-11-19,Connecticut,5791134,6683695,2933669,2551624,21062
3185,2021-11-20,Connecticut,5815347,6723485,2941633,2553121,21478
3186,2021-11-21,Connecticut,5843274,6725585,2950640,2554791,21466
3187,2021-11-22,Connecticut,5867883,6721725,2960087,2556047,21496
3188,2021-11-23,Connecticut,5880095,6781355,2964596,2556762,21804
3189,2021-11-24,Connecticut,5898047,6806625,2970430,2558052,22194
3190,2021-11-25,Connecticut,5898047,6806625,2970430,2558052,20832
3191,2021-11-26,Connecticut,5898047,6806625,2970430,2558052,19417
3192,2021-11-27,Connecticut,5898047,6806625,2970430,2558052,18030
3193,2021-11-28,Connecticut,5898047,6806625,2970430,2558052,16112
3194,2021-11-29,Connecticut,5970563,6789385,2991370,2563141,14669
3195,2021-11-30,Connecticut,5997289,6803905,2997942,2567127,16742
3196,2021-12-01,Connecticut,6014388,6838345,3002837,2569921,16620
3197,2021-12-02,Connecticut,6036671,6884475,3008454,2573654,17732
3198,2021-12-03,Connecticut,6056168,6919185,3013418,2576822,18445
3199,2021-12-04,Connecticut,6088039,6930805,3020474,2581869,20926
3200,2021-12-05,Connecticut,6140550,6925945,3029228,2595392,26356
3201,2021-12-06,Connecticut,6142778,6921565,3031723,2595835,24602
3202,2021-12-07,Connecticut,6155509,6935615,3034983,2598963,22603
3203,2021-12-08,Connecticut,6175809,7009885,3039993,2602944,23060
3204,2021-12-09,Connecticut,6205565,7020885,3046617,2607228,24128
3205,2021-12-10,Connecticut,6233719,7068025,3053860,2611504,25364
3206,2021-12-11,Connecticut,6290997,7090845,3065440,2619271,28994
3207,2021-12-12,Connecticut,6291723,7094405,3066708,2619507,21596
3208,2021-12-13,Connecticut,6317871,7094265,3073285,2625488,25013
3209,2021-12-14,Connecticut,6328957,7159245,3076516,2627773,24778
3210,2021-12-15,Connecticut,6374882,7184835,3086161,2633582,28439
3211,2021-12-16,Connecticut,6375605,7208005,3087525,2633881,24291
3212,2021-12-17,Connecticut,6402144,7275385,3094535,2636815,24061
3213,2021-12-18,Connecticut,6428439,7254745,3101250,2639153,19635
3214,2021-12-19,Connecticut,6451487,7250605,3106167,2641086,22823
3215,2021-12-20,Connecticut,6472355,7238925,3112662,2643186,22069
3216,2021-12-21,Connecticut,6483509,7309085,3116142,2644544,22079
3217,2021-12-22,Connecticut,6502169,7344135,3121874,2646581,18184
3218,2021-12-23,Connecticut,6529401,7379305,3128940,2649289,21971
3219,2021-12-24,Connecticut,6529401,7379305,3128940,2649289,20467
3220,2021-12-25,Connecticut,6529401,7379305,3128940,2649289,18997
3221,2021-12-26,Connecticut,6529401,7379305,3128940,2649289,17992
3222,2021-12-27,Connecticut,6593440,7349625,3145556,2654965,17298
3223,2021-12-28,Connecticut,6597876,7349625,3147589,2655481,16338
3224,2021-12-29,Connecticut,6614064,7407695,3152616,2657324,15985
3225,2021-12-30,Connecticut,6638228,7423855,3159344,2659830,15547
3226,2021-12-31,Connecticut,6638228,7423855,3159344,2659830,15840
3227,2022-01-01,Connecticut,6638228,7423855,3159344,2659830,16134
3228,2022-01-02,Connecticut,6638228,7423855,3159344,2659830,16427
3229,2022-01-03,Connecticut,6638228,7423855,3159344,2659830,16721
3230,2022-01-04,Connecticut,6728550,7417465,3185162,2670543,18668
3231,2022-01-05,Connecticut,6743344,7482495,3189596,2672784,18469
3232,2021-01-12,Delaware,26410,88325,15911,2784,0
3233,2021-01-13,Delaware,28413,91250,16647,4050,2003
3234,2021-01-14,Delaware,31090,91250,25649,4050,2340
3235,2021-01-15,Delaware,31090,91250,25649,5354,1560
3236,2021-01-16,Delaware,31090,91250,25649,5354,1887
3237,2021-01-17,Delaware,31090,91250,25649,5354,2083
3238,2021-01-18,Delaware,31090,91250,25649,5354,2213
3239,2021-01-19,Delaware,42557,91250,35679,6768,2307
3240,2021-01-20,Delaware,45640,100375,38610,6919,2461
3241,2021-01-21,Delaware,49369,106600,41900,7355,2611
3242,2021-01-22,Delaware,54257,116325,45292,8847,3310
3243,2021-01-23,Delaware,60023,116325,49442,10448,3724
3244,2021-01-24,Delaware,64186,116325,52586,11464,3909
3245,2021-01-25,Delaware,66914,116325,55131,11647,3889
3246,2021-01-26,Delaware,68507,129250,56646,11724,3707
3247,2021-01-27,Delaware,77449,140850,64952,12352,4544
3248,2021-01-28,Delaware,82289,141825,68959,13121,4703
3249,2021-01-29,Delaware,87300,143775,72684,14210,4720
3250,2021-01-30,Delaware,92509,143775,76980,14956,4641
3251,2021-01-31,Delaware,99954,143775,82970,16397,5110
3252,2021-02-01,Delaware,102697,143775,84482,17628,5112
3253,2021-02-02,Delaware,103770,143775,85143,18040,5038
3254,2021-02-03,Delaware,107544,154700,88325,18568,4299
3255,2021-02-04,Delaware,110784,161525,89727,20394,4071
3256,2021-02-05,Delaware,114226,161525,92265,21264,3847
3257,2021-02-06,Delaware,118475,161525,94962,22791,3709
3258,2021-02-07,Delaware,123428,161525,98450,24245,3353
3259,2021-02-08,Delaware,126650,161525,100736,25179,3422
3260,2021-02-09,Delaware,127523,162525,101383,25405,3393
3261,2021-02-10,Delaware,130116,183250,103319,26054,3225
3262,2021-02-11,Delaware,133370,182225,105760,26864,3227
3263,2021-02-12,Delaware,136591,188075,108096,27742,3195
3264,2021-02-13,Delaware,142103,188075,111918,29423,3375
3265,2021-02-14,Delaware,146437,188075,114564,31095,3287
3266,2021-02-15,Delaware,146437,188075,114564,31095,3252
3267,2021-02-16,Delaware,152387,189050,117600,34002,3552
3268,2021-02-17,Delaware,155111,189050,118666,35601,3571
3269,2021-02-18,Delaware,159845,189050,121487,37499,3782
3270,2021-02-19,Delaware,175305,204200,130818,43614,5531
3271,2021-02-20,Delaware,175305,204200,130818,43614,5152
3272,2021-02-21,Delaware,175305,204200,130818,43614,4943
3273,2021-02-22,Delaware,183901,204200,132160,46587,4927
3274,2021-02-23,Delaware,186619,247115,132655,48778,4890
3275,2021-02-24,Delaware,189836,274055,133489,51176,4961
3276,2021-02-25,Delaware,195534,289515,135362,54950,5098
3277,2021-02-26,Delaware,203745,291715,138321,59922,4063
3278,2021-02-27,Delaware,212739,291815,141310,65740,4938
3279,2021-02-28,Delaware,219312,291815,144139,69293,5468
3280,2021-03-01,Delaware,225374,291815,145722,73675,5925
3281,2021-03-02,Delaware,225417,323935,145892,73766,5543
3282,2021-03-03,Delaware,237669,327635,149940,81275,6833
3283,2021-03-04,Delaware,246194,347965,154498,84956,7237
3284,2021-03-05,Delaware,255036,359165,158871,89355,7327
3285,2021-03-06,Delaware,264601,361765,163954,93706,7409
3286,2021-03-07,Delaware,275467,361765,169956,97981,8022
3287,2021-03-08,Delaware,280674,361765,172568,100543,7900
3288,2021-03-09,Delaware,285101,389215,174037,103622,8526
3289,2021-03-10,Delaware,285262,397815,174501,103844,6799
3290,2021-03-11,Delaware,299695,419015,184777,108208,7643
3291,2021-03-12,Delaware,307982,419015,190252,111344,7564
3292,2021-03-13,Delaware,317790,422015,196931,115412,7598
3293,2021-03-14,Delaware,317790,422015,197168,115574,6046
3294,2021-03-15,Delaware,333896,422015,208306,120782,7603
3295,2021-03-16,Delaware,338429,436865,211783,122819,7618
3296,2021-03-17,Delaware,346179,461335,218487,124533,8702
3297,2021-03-18,Delaware,354571,474605,225478,125907,7839
3298,2021-03-19,Delaware,362023,477905,231420,127182,7720
3299,2021-03-20,Delaware,372165,486095,238813,129418,7768
3300,2021-03-21,Delaware,382342,486095,246522,131496,9222
3301,2021-03-22,Delaware,389157,486095,251478,133398,7894
3302,2021-03-23,Delaware,389157,508195,252231,133611,7247
3303,2021-03-24,Delaware,397204,512905,258688,135570,7289
3304,2021-03-25,Delaware,406635,532845,265056,138495,7438
3305,2021-03-26,Delaware,417566,543815,272395,142013,7935
3306,2021-03-27,Delaware,428136,555005,278731,146193,7996
3307,2021-03-28,Delaware,438768,555005,285100,149897,8061
3308,2021-03-29,Delaware,447568,555005,290527,152901,8344
3309,2021-03-30,Delaware,453447,585465,295396,155441,9184
3310,2021-03-31,Delaware,463476,592965,302043,159773,9467
3311,2021-04-01,Delaware,473912,621905,309700,163586,9611
3312,2021-04-02,Delaware,485988,629885,318248,167682,9775
3313,2021-04-03,Delaware,498720,636065,326506,172112,10083
3314,2021-04-04,Delaware,508590,636065,332492,176030,9975
3315,2021-04-05,Delaware,516432,636065,338164,178080,9838
3316,2021-04-06,Delaware,519065,673975,339803,178965,9374
3317,2021-04-07,Delaware,528053,687675,344543,183714,9225
3318,2021-04-08,Delaware,536623,708185,349683,187560,8959
3319,2021-04-09,Delaware,549853,720505,356640,193963,9124
3320,2021-04-10,Delaware,561531,729185,362848,201012,8973
3321,2021-04-11,Delaware,576112,729185,369664,209192,9646
3322,2021-04-12,Delaware,582422,729185,373330,212392,9427
3323,2021-04-13,Delaware,587884,749635,377146,215263,9831
3324,2021-04-14,Delaware,599682,761005,382813,222121,10233
3325,2021-04-15,Delaware,612195,792825,388589,229230,10796
3326,2021-04-16,Delaware,625694,800805,394951,236291,10834
3327,2021-04-17,Delaware,637222,818475,400065,242893,10813
3328,2021-04-18,Delaware,648557,818475,405029,249397,10349
3329,2021-04-19,Delaware,657111,818475,408113,254251,10670
3330,2021-04-20,Delaware,662401,841985,411326,256292,10645
3331,2021-04-21,Delaware,672471,849255,417489,262007,10398
3332,2021-04-22,Delaware,682998,880165,423046,268625,10115
3333,2021-04-23,Delaware,694722,893875,428683,275559,9861
3334,2021-04-24,Delaware,704986,903465,433501,282486,9681
3335,2021-04-25,Delaware,717216,903465,439329,290409,9808
3336,2021-04-26,Delaware,723678,903465,441610,294332,9510
3337,2021-04-27,Delaware,729085,930785,443905,297377,9526
3338,2021-04-28,Delaware,739528,944785,447134,304057,9580
3339,2021-04-29,Delaware,748392,967025,450711,309366,9342
3340,2021-04-30,Delaware,759503,976405,454621,316204,9254
3341,2021-05-01,Delaware,771295,982455,458536,323760,9473
3342,2021-05-02,Delaware,781165,982455,461551,330159,9136
3343,2021-05-03,Delaware,783813,982455,462816,331610,8591
3344,2021-05-04,Delaware,787056,1011365,464102,334001,8282
3345,2021-05-05,Delaware,793383,1022065,466826,338706,7694
3346,2021-05-06,Delaware,793463,1041915,467051,338973,6439
3347,2021-05-07,Delaware,810270,1052635,473436,348871,7252
3348,2021-05-08,Delaware,817708,1057915,475946,353410,6630
3349,2021-05-09,Delaware,825352,1057915,478333,358385,6312
3350,2021-05-10,Delaware,831440,1057915,480333,362306,6804
3351,2021-05-11,Delaware,837312,1061855,482604,365865,7179
3352,2021-05-12,Delaware,841297,1080765,484079,368580,6845
3353,2021-05-13,Delaware,846379,1100125,485440,372385,7559
3354,2021-05-14,Delaware,851363,1114215,487833,375104,5870
3355,2021-05-15,Delaware,856073,1122975,490115,377646,5481
3356,2021-05-16,Delaware,863273,1122975,493361,381626,5417
3357,2021-05-17,Delaware,868191,1122975,495609,384270,5250
3358,2021-05-18,Delaware,870394,1122975,496857,385329,4726
3359,2021-05-19,Delaware,874029,1142295,498600,387630,4676
3360,2021-05-20,Delaware,876335,1167875,499588,389174,4279
3361,2021-05-21,Delaware,883409,1172915,503642,392182,4578
3362,2021-05-22,Delaware,892929,1181435,508973,396604,5265
3363,2021-05-23,Delaware,900800,1181435,512594,401016,5361
3364,2021-05-24,Delaware,904772,1181435,515089,402644,5226
3365,2021-05-25,Delaware,908361,1193375,517131,404308,5424
3366,2021-05-26,Delaware,911838,1194755,518914,406452,5401
3367,2021-05-27,Delaware,916936,1205065,521179,409468,5800
3368,2021-05-28,Delaware,927664,1208975,526576,414617,6322
3369,2021-05-29,Delaware,934414,1225135,529860,418242,5926
3370,2021-05-30,Delaware,939050,1225135,531933,420714,5464
3371,2021-05-31,Delaware,939050,1225135,531933,420714,5228
3372,2021-06-01,Delaware,943680,1225135,534442,422890,5046
3373,2021-06-02,Delaware,944812,1230985,535018,423468,4711
3374,2021-06-03,Delaware,947021,1238335,535696,425004,4298
3375,2021-06-04,Delaware,951447,1240955,537663,427746,3398
3376,2021-06-05,Delaware,951496,1247985,537788,427919,2440
3377,2021-06-06,Delaware,960980,1247985,541396,433427,3133
3378,2021-06-07,Delaware,964489,1247985,542781,435574,3303
3379,2021-06-08,Delaware,966633,1250745,543542,437068,3279
3380,2021-06-09,Delaware,967452,1250745,543897,437636,3234
3381,2021-06-10,Delaware,969254,1254385,544590,438882,3176
3382,2021-06-11,Delaware,973462,1254385,545834,441638,3145
3383,2021-06-12,Delaware,978247,1257145,547261,444941,3822
3384,2021-06-13,Delaware,982415,1257145,548681,447739,3062
3385,2021-06-14,Delaware,986548,1257145,549982,450620,3151
3386,2021-06-15,Delaware,990471,1258695,551054,453498,3405
3387,2021-06-16,Delaware,990487,1258695,551139,453639,3291
3388,2021-06-17,Delaware,997058,1261615,553340,458078,3972
3389,2021-06-18,Delaware,1001204,1262455,554681,460947,3963
3390,2021-06-19,Delaware,1005805,1265495,556190,464073,3937
3391,2021-06-20,Delaware,1005846,1265495,556266,464151,3347
3392,2021-06-21,Delaware,1010503,1265495,557801,467071,3422
3393,2021-06-22,Delaware,1011994,1267835,558318,468110,3075
3394,2021-06-23,Delaware,1013485,1268115,558972,468987,3285
3395,2021-06-24,Delaware,1015607,1270635,559891,470185,2650
3396,2021-06-25,Delaware,1018252,1273485,560657,471514,2435
3397,2021-06-26,Delaware,1021702,1277095,561963,473684,2271
3398,2021-06-27,Delaware,1028860,1277095,563481,479348,3288
3399,2021-06-28,Delaware,1036548,1277095,564634,485532,3721
3400,2021-06-29,Delaware,1037558,1277375,565077,486120,3652
3401,2021-06-30,Delaware,1039175,1277375,565910,487131,3670
3402,2021-07-01,Delaware,1041382,1279815,567064,488301,3682
3403,2021-07-02,Delaware,1043744,1281495,568173,489688,3642
3404,2021-07-03,Delaware,1046103,1282095,569300,491051,3486
3405,2021-07-04,Delaware,1048039,1282095,570150,492133,2740
3406,2021-07-05,Delaware,1048039,1282095,570150,492133,1808
3407,2021-07-06,Delaware,1050376,1282095,571187,493459,1831
3408,2021-07-07,Delaware,1050675,1282095,571358,493670,1643
3409,2021-07-08,Delaware,1052238,1287945,572068,494517,1551
3410,2021-07-09,Delaware,1054223,1293705,572914,495651,1497
3411,2021-07-10,Delaware,1056467,1297395,573920,496904,1481
3412,2021-07-11,Delaware,1058316,1297395,574678,497963,1468
3413,2021-07-12,Delaware,1059611,1297395,575285,498672,1486
3414,2021-07-13,Delaware,1060601,1298745,575813,499166,1461
3415,2021-07-14,Delaware,1061858,1299475,576323,499898,1598
3416,2021-07-15,Delaware,1063514,1302555,577058,500817,1611
3417,2021-07-16,Delaware,1065570,1304715,577939,501985,1621
3418,2021-07-17,Delaware,1067242,1306605,578647,502923,1539
3419,2021-07-18,Delaware,1068692,1306605,579355,503651,1482
3420,2021-07-19,Delaware,1070544,1306605,580278,504616,1562
3421,2021-07-20,Delaware,1070875,1307955,580449,504923,1468
3422,2021-07-21,Delaware,1072059,1308375,581025,505534,1457
3423,2021-07-22,Delaware,1073943,1312855,581960,506457,1490
3424,2021-07-23,Delaware,1076063,1317085,583147,507392,1499
3425,2021-07-24,Delaware,1078154,1319705,584217,508416,1559
3426,2021-07-25,Delaware,1080207,1319705,585291,509370,1645
3427,2021-07-26,Delaware,1080207,1319705,585342,509390,1380
3428,2021-07-27,Delaware,1082568,1321445,586651,510337,1670
3429,2021-07-28,Delaware,1083839,1321865,587442,510834,1683
3430,2021-07-29,Delaware,1085633,1331395,588471,511621,1670
3431,2021-07-30,Delaware,1087867,1338285,589786,512530,1686
3432,2021-07-31,Delaware,1090237,1339435,591094,513528,1726
3433,2021-08-01,Delaware,1092299,1339435,592392,514398,1727
3434,2021-08-02,Delaware,1093915,1339435,593434,514946,1958
3435,2021-08-03,Delaware,1095045,1340785,594107,515389,1782
3436,2021-08-04,Delaware,1096340,1341515,594903,515850,1786
3437,2021-08-05,Delaware,1098339,1345015,596160,516584,1815
3438,2021-08-06,Delaware,1100549,1352155,597555,517378,1812
3439,2021-08-07,Delaware,1102644,1355915,598901,518140,1772
3440,2021-08-08,Delaware,1104715,1355915,600191,518919,1774
3441,2021-08-09,Delaware,1106367,1355915,601201,519502,1779
3442,2021-08-10,Delaware,1107520,1355915,601953,519962,1782
3443,2021-08-11,Delaware,1109125,1359035,602903,520614,1826
3444,2021-08-12,Delaware,1110361,1364275,603689,521087,1717
3445,2021-08-13,Delaware,1112702,1372625,605027,522104,1736
3446,2021-08-14,Delaware,1115629,1381315,606818,523257,1855
3447,2021-08-15,Delaware,1115654,1381315,606921,523315,1563
3448,2021-08-16,Delaware,1119368,1381315,608891,524770,1857
3449,2021-08-17,Delaware,1120565,1382945,609575,525051,1864
3450,2021-08-18,Delaware,1122349,1395625,610487,525774,1889
3451,2021-08-19,Delaware,1124885,1407585,611730,526710,2075
3452,2021-08-20,Delaware,1127503,1419605,612975,527769,2114
3453,2021-08-21,Delaware,1130266,1420925,614221,528902,2091
3454,2021-08-22,Delaware,1130315,1420925,614353,528985,2094
3455,2021-08-23,Delaware,1134865,1420925,616365,530796,2214
3456,2021-08-24,Delaware,1136124,1420925,616937,531368,2223
3457,2021-08-25,Delaware,1137714,1422655,617690,532119,2195
3458,2021-08-26,Delaware,1140472,1437555,618952,533348,2227
3459,2021-08-27,Delaware,1143157,1451735,620164,534691,2236
3460,2021-08-28,Delaware,1145983,1453205,621419,535914,2245
3461,2021-08-29,Delaware,1148553,1455445,622613,537021,2605
3462,2021-08-30,Delaware,1150781,1455445,623498,537982,2274
3463,2021-08-31,Delaware,1152144,1457035,624092,538656,2289
3464,2021-09-01,Delaware,1153782,1461995,624871,539442,2295
3465,2021-09-02,Delaware,1156347,1466655,625906,540571,2268
3466,2021-09-03,Delaware,1158978,1472585,627003,541834,2260
3467,2021-09-04,Delaware,1161247,1482145,627891,542975,2181
3468,2021-09-05,Delaware,1161247,1482145,627891,542975,1967
3469,2021-09-06,Delaware,1161247,1482145,627891,542975,1802
3470,2021-09-07,Delaware,1164472,1482145,629240,544474,1761
3471,2021-09-08,Delaware,1166222,1482145,629948,545313,1777
3472,2021-09-09,Delaware,1167634,1499165,630533,546061,1612
3473,2021-09-10,Delaware,1169590,1500985,631364,547024,1516
3474,2021-09-11,Delaware,1169682,1507435,631554,547143,1205
3475,2021-09-12,Delaware,1170006,1507435,631866,547223,1098
3476,2021-09-13,Delaware,1174582,1507435,633875,549441,1598
3477,2021-09-14,Delaware,1175951,1507635,634553,550091,1640
3478,2021-09-15,Delaware,1176098,1515635,634741,550184,1411
3479,2021-09-16,Delaware,1176206,1518895,634910,550338,1225
3480,2021-09-17,Delaware,1181812,1529095,637298,552883,1746
3481,2021-09-18,Delaware,1181909,1529335,637422,552968,1747
3482,2021-09-19,Delaware,1182141,1529335,637713,553048,1734
3483,2021-09-20,Delaware,1182145,1529335,637762,553093,1080
3484,2021-09-21,Delaware,1182160,1530035,637824,553129,887
3485,2021-09-22,Delaware,1188260,1545245,640190,555924,1737
3486,2021-09-23,Delaware,1188342,1550285,640330,556034,1734
3487,2021-09-24,Delaware,1192360,1555525,641885,557757,1507
3488,2021-09-25,Delaware,1192421,1556085,642008,557847,1502
3489,2021-09-26,Delaware,1192544,1556085,642316,557929,1486
3490,2021-09-27,Delaware,1192563,1556085,642345,557955,1488
3491,2021-09-28,Delaware,1192588,1556605,642448,558004,1490
3492,2021-09-29,Delaware,1202441,1556605,645716,561186,2026
3493,2021-09-30,Delaware,1202549,1556725,645849,561269,2030
3494,2021-10-01,Delaware,1202699,1561865,645970,561343,1477
3495,2021-10-02,Delaware,1210081,1562485,648445,563727,2523
3496,2021-10-03,Delaware,1210172,1563375,648648,563798,2518
3497,2021-10-04,Delaware,1210172,1563375,648760,563838,2516
3498,2021-10-05,Delaware,1210173,1563375,648821,563872,2512
3499,2021-10-06,Delaware,1222765,1565475,652297,566618,2903
3500,2021-10-07,Delaware,1229897,1570095,653344,567487,3907
3501,2021-10-08,Delaware,1234411,1579875,654696,568699,4530
3502,2021-10-09,Delaware,1234536,1582875,654870,568801,3494
3503,2021-10-10,Delaware,1234536,1582875,654870,568801,3842
3504,2021-10-11,Delaware,1234536,1582875,654870,568801,4203
3505,2021-10-12,Delaware,1242123,1584875,657171,570316,4564
3506,2021-10-13,Delaware,1243897,1592225,657690,570763,3019
3507,2021-10-14,Delaware,1248188,1595585,658795,572172,2613
3508,2021-10-15,Delaware,1251151,1608695,659706,573019,2391
3509,2021-10-16,Delaware,1253353,1612195,660369,573524,2688
3510,2021-10-17,Delaware,1257825,1611495,661496,574602,2966
3511,2021-10-18,Delaware,1260523,1611495,662294,575240,2990
3512,2021-10-19,Delaware,1262063,1611915,662847,575739,2849
3513,2021-10-20,Delaware,1264504,1612475,663531,576369,2944
3514,2021-10-21,Delaware,1268810,1618635,664438,577295,2946
3515,2021-10-22,Delaware,1272284,1629445,665727,578337,3019
3516,2021-10-23,Delaware,1275546,1632535,666545,579053,3170
3517,2021-10-24,Delaware,1279997,1632535,667493,579807,3167
3518,2021-10-25,Delaware,1283811,1632535,668180,580366,3327
3519,2021-10-26,Delaware,1286334,1642375,668761,580729,3467
3520,2021-10-27,Delaware,1290219,1657815,669542,581269,3674
3521,2021-10-28,Delaware,1290314,1672295,669849,581375,3072
3522,2021-10-29,Delaware,1290456,1698295,669987,581433,2596
3523,2021-10-30,Delaware,1290577,1708865,670177,581483,2147
3524,2021-10-31,Delaware,1290723,1708865,670446,581584,1532
3525,2021-11-01,Delaware,1290754,1708665,670602,581639,992
3526,2021-11-02,Delaware,1323613,1727825,676226,585425,5326
3527,2021-11-03,Delaware,1323750,1740405,676471,585496,4790
3528,2021-11-04,Delaware,1323940,1751025,676753,585615,4804
3529,2021-11-05,Delaware,1324094,1759225,676938,585705,4805
3530,2021-11-06,Delaware,1324230,1760605,677195,585811,4808
3531,2021-11-07,Delaware,1324364,1763365,677424,585901,4806
3532,2021-11-08,Delaware,1324440,1763365,677537,586008,4812
3533,2021-11-09,Delaware,1348976,1768425,682650,588971,3623
3534,2021-11-10,Delaware,1349096,1771105,682850,589049,3621
3535,2021-11-11,Delaware,1349096,1771105,682850,589049,3614
3536,2021-11-12,Delaware,1349387,1810465,683278,589185,3613
3537,2021-11-13,Delaware,1349606,1825335,683575,589267,3625
3538,2021-11-14,Delaware,1349702,1825195,683781,589332,3620
3539,2021-11-15,Delaware,1349854,1824855,683950,589353,3631
3540,2021-11-16,Delaware,1349854,1826155,684157,589403,125
3541,2021-11-17,Delaware,1386027,1827855,693519,593149,5276
3542,2021-11-18,Delaware,1386027,1827855,693519,593149,5279
3543,2021-11-19,Delaware,1386027,1827855,693519,593149,5283
3544,2021-11-20,Delaware,1386027,1827855,693519,593149,5276
3545,2021-11-21,Delaware,1386027,1827855,693519,593149,5286
3546,2021-11-22,Delaware,1386027,1827855,693519,593149,5289
3547,2021-11-23,Delaware,1387043,1849875,694689,593225,5313
3548,2021-11-24,Delaware,1387212,1856355,694961,593295,169
3549,2021-11-25,Delaware,1387212,1856355,694961,593295,155
3550,2021-11-26,Delaware,1387212,1856355,694961,593295,141
3551,2021-11-27,Delaware,1387212,1856355,694961,593295,127
3552,2021-11-28,Delaware,1387212,1856355,694961,593295,113
3553,2021-11-29,Delaware,1387562,1847815,695704,593485,98
3554,2021-11-30,Delaware,1446819,1859875,711525,599832,8539
3555,2021-12-01,Delaware,1446917,1865905,711684,599899,8529
3556,2021-12-02,Delaware,1455576,1876175,713938,601627,9756
3557,2021-12-03,Delaware,1459772,1885655,715085,602363,10346
3558,2021-12-04,Delaware,1459889,1883695,715365,602450,10352
3559,2021-12-05,Delaware,1460015,1882015,715537,602487,10360
3560,2021-12-06,Delaware,1460016,1880895,715772,602585,10351
3561,2021-12-07,Delaware,1460017,1885035,715982,602666,1885
3562,2021-12-08,Delaware,1487837,1889005,722255,607618,5846
3563,2021-12-09,Delaware,1496481,1896105,724448,609215,5844
3564,2021-12-10,Delaware,1502848,1913175,726066,610222,6154
3565,2021-12-11,Delaware,1509609,1918045,727771,611454,7103
3566,2021-12-12,Delaware,1509704,1918345,727984,611508,7098
3567,2021-12-13,Delaware,1509862,1918345,728148,611560,7121
3568,2021-12-14,Delaware,1509862,1922185,728275,611612,7121
3569,2021-12-15,Delaware,1528187,1934125,732187,615391,5764
3570,2021-12-16,Delaware,1533145,1939425,733277,616331,5238
3571,2021-12-17,Delaware,1538132,1953555,734499,617390,5041
3572,2021-12-18,Delaware,1538132,1953555,734499,617390,4268
3573,2021-12-19,Delaware,1538132,1953555,734499,617390,4448
3574,2021-12-20,Delaware,1538132,1953555,734499,617390,4618
3575,2021-12-21,Delaware,1543544,1944745,735876,618804,4812
3576,2021-12-22,Delaware,1558776,1950385,739469,621051,4370
3577,2021-12-23,Delaware,1564474,1966565,741038,621891,4476
3578,2021-12-24,Delaware,1564474,1966565,741038,621891,3975
3579,2021-12-25,Delaware,1564474,1966565,741038,621891,3993
3580,2021-12-26,Delaware,1564474,1966565,741038,621891,4011
3581,2021-12-27,Delaware,1570399,1957705,742936,622824,4030
